house_price,rental_agency,city,bedrooms,surface
1950,Van Huis Uit Makelaars,Amsterdam,3,111
1325,Dutch Brickx Real Estate Amsterdam e.o.,Amsterdam,2,55
450,Temporaryhousingtilburg,Tilburg,1,12
1325,Compass Housing Amsterdam,Amsterdam,3,68
1295,VHPN,Rotterdam,3,80
1100,STU-makelaardij B.V.,Den Bosch,3,75
1000,BVwonen,Tilburg,2,45
2100,AmsterHomes,Amsterdam,3,80
1500,Grand Relocation,Diemen,3,82
630,BRIXX Co-Living,Rotterdam,1,9
1300,Grand Relocation,Amsterdam,2,50
1525,Grand Relocation,Amsterdam,3,53
1490,Grand Relocation,Amsterdam,3,75
1525,Grand Relocation,Amsterdam,3,50
1490,Grand Relocation,Amsterdam,3,70
1490,Grand Relocation,Amsterdam,3,50
1490,Grand Relocation,Amsterdam,3,50
2725,Grand Relocation,Amsterdam,4,120
1635,Grand Relocation,Amsterdam,3,80
1700,Grand Relocation,Amsterdam,3,60
1525,Grand Relocation,Amsterdam,3,53
1960,Grand Relocation,Amsterdam,3,110
1650,Grand Relocation,Amsterdam,3,61
1490,Grand Relocation,Amsterdam,3,74
1500,Loftly,Rotterdam,2,45
900,Housing ter Veer,Eersel,2,40
1350,Estata Makelaars O.G.,Den Haag,2,80
405,Vesting Vastgoed,Den Haag,1,11
1400,The Rental Agency Amsterdam,Amsterdam,3,57
3000,Wobeco Housing Agency,Den Haag,4,136
2000,Compass Housing Amsterdam,Amsterdam,3,75
1195,Amsterdam Housing,Badhoevedorp,2,59
2500,Amsterdam Housing,Amsterdam,3,125
1350,De Huisadviseur Tilburg,Breda,2,65
1465,Home of Orange,Amsterdam,3,85
575,OurCampus Amsterdam Diemen,Diemen,1,27
835,Nido Student,Utrecht,1,20
2150,Amsterdam Housing,Amstelveen,5,130
750,Maastricht Rentservice BV,Maastricht,1,20
755,NederWoon verhuurmakelaars Arnhem,Arnhem,1,36
1195,Tweelwonen.nl Rotterdam,Rotterdam,2,52
1395,The Real Estate Company,Den Haag,3,85
775,The Real Estate Company,Den Haag,1,30
595,NederWoon verhuurmakelaars Nijmegen,Venlo,2,45
1450,Wobeco Housing Agency,Den Haag,3,80
1950,Dutch Housing Centre BV,Amsterdam,3,90
1575,Mr and Ms Rent,Maastricht,6,141
1345,The Hague Real Estate Services,Den Haag,3,55
995,BBVastgoedbeheer,Enschede,3,67
2750,Inxxx Rentals,Amsterdam,3,130
3250,Interhouse verhuurmakelaars Hilversum & Almere,Hilversum,4,182
1700,Compass Housing Amsterdam,Amsterdam,2,60
1195,Rental Rotterdam,Rotterdam,3,74
1475,Estate Assist,Amsterdam,2,49
995,Holland Housing Center,Eindhoven,1,30
1179,realestate.nl ,Rotterdam,3,76
1300,Jenter Real Estate,Den Haag,3,100
1500,Parker & Williams Real Estate Services,Amsterdam,2,60
1950,Woonbemiddeling Rivierenland,Gorinchem,3,75
1450,Woonbemiddeling Rivierenland,Gorinchem,2,60
1450,Woonbemiddeling Rivierenland,Gorinchem,2,45
1295,Heimstaden,Amsterdam,1,34
1450,Kappelle Onroerend Goed Bussum,Bussum,3,84
2900,Nanninga & Burger Makelaardij,Amsterdam,5,167
1450,Björnd Makelaardij,Delft,3,68
1470,TW3 Strategie Marketing Makelaardij B.V.,Rotterdam,3,97
1305,TW3 Strategie Marketing Makelaardij B.V.,Rotterdam,3,85
1550,Mac Housing,Amsterdam,3,78
1295,VHPN,Rotterdam,3,80
1995,TW3 Strategie Marketing Makelaardij B.V.,Rotterdam,4,137
1250,Voorberg Makelaars,Den Haag,3,75
1375,KK Amsterdam,Amsterdam,2,59
1900,Peter Bruin Makelaardij,Amsterdam,3,65
1500,Peter Bruin Makelaardij,Amstelveen,3,85
1875,Alcoco.nl,Amsterdam,2,65
1500,HB Housing ,Hoofddorp,3,94
1475,DSTRCT Amsterdam,Amsterdam,3,42
795,123Wonen Rotterdam,Zoetermeer,2,50
795,123Wonen Rotterdam,Zoetermeer,2,50
740,123Wonen Rotterdam,Zoetermeer,2,45
1495,Kolpa Makelaars B.V.,Rotterdam,3,90
1499,Rotterdam Apartments,Rotterdam,2,80
1500,Renthouse Vastgoed,Amsterdam,2,70
675,J.T.M.D. vastgoed beheer B.V.,Amsterdam,1,15
2000,Expat Residence,Den Haag,5,110
990,Humij B.V.,Amsterdam,1,34
1650,RB International Real Estate,Amsterdam,2,52
505,Duinzigt Wonen B.V.,Den Haag,1,23
550,EHR Arnhem,Arnhem,1,25
1500,Expats Amsterdam,Amsterdam,3,60
2350,Viëtor Beheer,Amstelveen,4,184
950,Reham Makelaars | Taxateurs,Terneuzen,2,58
1350,Estata Makelaars O.G.,Den Haag,2,73
1995,First Class Housing,Amstelveen,4,104
1500,Amstel Housing,Amstelveen,3,75
2295,Expathousing.com (Amsterdam) ,Amsterdam,3,120
1995,Your Home Makelaardij,Amsterdam,3,77
1250,DL Housing Services,Haarlem,2,55
900,Regent Makelaars,IJhorst,3,60
1168,Q Makelaars,Den Haag,1,59
1550,Mac Housing,Amsterdam,3,78
1850,Great Expatation,Amstelveen,3,105
1250,Het Hoofse Huis,Maastricht,3,101
1150,Rotsvast Eindhoven,Veldhoven,3,80
1195,Tweelwonen.nl Leiden,Leiden,3,85
1195,Kempen O.G. Vastgoedbeheer,Eindhoven,3,79
2250,Heeren Makelaars B.V.,Amsterdam,3,105
1300,Rotsvast Haarlem,Haarlem,2,50
1250,Homeland Real Estate,Den Haag,1,67
390,BBVastgoedbeheer,Enschede,1,12
1950,2ndhome4u,Breda,4,225
1650,Riva Rentals,Rotterdam,2,60
875,Momo Makelaardij en Vastgoed B.V.,Zandvoort,2,42
795,070Wonen,Den Haag,1,21
550,Ad Hoc Amsterdam,Beverwijk,3,64
995,Double20,Haarlem,2,25
925,Xpat Xpert,Leiden,2,45
1275,Xpat Xpert,Leiden,3,70
1250,Weelde Wonen,Haarlem,2,60
1050,Maxx Zwolle,Zwolle,3,70
1700,Regio Holland Amsterdam,Amsterdam,3,68
1295,The Real Estate Company,Den Haag,2,70
3750,Rotsvast Amsterdam,Amsterdam,3,140
1350,De Bloois Vastgoed,Den Haag,3,92
1350,Wooncompany Den Haag,Den Haag,2,60
1250,Avenir Vastgoed,Den Haag,2,63
1195,Riva Rentals,Rotterdam,2,50
1150,Stoit Groep,Son en Breugel,2,63
850,Divendo Wonen,Oosthem,3,70
2450,VERRA Real Estate,Den Haag,4,150
1400,MA/COM Stad- en regiomakelaars,Eindhoven,3,154
935,P&D Housing,Tilburg,2,55
1395,Q Makelaars,Den Haag,2,72
1250,070Wonen,Den Haag,2,39
1049,Orangebrick BV,Tilburg,3,60
3750,Dutch Housing Centre BV,Amsterdam,6,140
1850,Executive Home Rentals  Amsterdam,Alkmaar,7,175
1045,Domica Eindhoven,Eindhoven,3,60
2500,Housing 4 You,Maastricht,5,225
438,NederWoon Verhuurmakelaars Zwolle,Meppel,1,25
1350,Reham Makelaars | Taxateurs,Terneuzen,5,93
1195,24Home Rentals,Nijmegen,6,139
1695,The Real Estate Company,Den Haag,4,131
1395,Interhouse verhuurmakelaars Rotterdam,Rotterdam,3,96
1800,TVN Real Estate,Amsterdam,3,110
1250,NumberXII Exclusive Real Estate,Den Haag,3,75
650,DdeG Vastgoed bv,Arnhem,1,18
1600,Housing Agency,Amsterdam,3,75
3000,Inter Immo Almere,Almere,5,194
2350,Van Huis Uit Makelaars,Amsterdam,3,79
995,Rental Rotterdam,Rotterdam,2,50
1500,Holland Home Management,Amsterdam,3,60
1450,Makelaarsassociatie B.V.,Den Haag,3,65
550,Friendly Housing,Eindhoven,1,20
1750,ViaDaan,Den Haag,1,88
1050,HouseHunting Den Bosch,Den Bosch,3,70
4000,'t Gooi Estate Rentals,Hilversum,10,255
2200,Stokman Van Duren Makelaars Taxateurs,Den Haag,4,135
675,4-Freedom | Vastgoedbeheer,Delft,1,28
1395,EHR Breda,Breda,3,87
1995,LIV Residential,Amsterdam,5,110
1495,LIV Residential,Amsterdam,2,44
3950,Collection Apartments,Landsmeer,6,300
935,P&D Housing,Tilburg,2,55
1600,Maasstad Woningverhuur,Rotterdam,3,122
1430,LIV Residential,Amsterdam,3,97
1430,LIV Residential,Amsterdam,3,97
1350,Maasstad Woningverhuur,Rotterdam,3,70
295,Prohousing,Maastricht,1,12
1298,Prohousing,Maastricht,3,50
475,Housing Solutions Breda,Breda,1,15
1250,Interhouse verhuurmakelaars Haarlem,Haarlem,2,47
1385,Interhouse verhuurmakelaars Haarlem,Haarlem,2,56
2245,Interhouse verhuurmakelaars Haarlem,Haarlem,5,135
1325,TVN Real Estate,Rotterdam,2,76
2750,Broersma Makelaardij,Amsterdam,3,88
1500,Keij & Stefels Makelaars en Taxateurs,Amsterdam,2,52
2050,Keij & Stefels Makelaars en Taxateurs,Amsterdam,3,74
1950,Keij & Stefels Makelaars en Taxateurs,Amsterdam,3,131
2150,Keij & Stefels Makelaars en Taxateurs,Amsterdam,3,97
1450,Peters & Partners Amstelveen,Amsterdam,3,71
1650,Ter Haar Makelaars B.V.,Amsterdam,2,52
355,De Noordelijke Verhuur Makelaars,Leeuwarden,1,16
1200,Riva Rentals,Rotterdam,1,55
1775,Amsterdam Housing,Amsterdam,2,47
2200,Amsterdam Housing,Amsterdam,3,61
2250,Rotterdam Apartments,Rotterdam,3,143
1750,The Rental Agency Amsterdam,Amsterdam,3,70
875,Wonen Limburg Accent,Horst,3,95
675,iRooms and Houses,Haarlem,1,18
1065,Wonen Limburg Accent,Maastricht,3,100
1200,Arnold Taal Makelaardij,Den Haag,3,48
1550,Huisportaal.nl,Amsterdam,2,44
1900,Huurinc Housing,Eindhoven,2,95
1300,Interhouse verhuurmakelaars Amsterdam,Amsterdam,1,40
575,OurCampus Amsterdam Diemen,Diemen,1,27
1475,Hoogveste BV,Amstelveen,1,40
1475,Momo Makelaardij en Vastgoed B.V.,Badhoevedorp,3,67
2500,Home of Orange,Amsterdam,4,102
1850,Wooncompany Den Haag,Den Haag,3,80
1095,HouseHunting Den Bosch,Den Bosch,2,59
1250,Interhouse verhuurmakelaars Rotterdam,Rotterdam,1,61
1000,DdeG Vastgoed bv,Utrecht,2,47
2750,Interhouse verhuurmakelaars Amsterdam,Amsterdam,4,130
1500,Amsterdam Housing,Amsterdam,3,100
2400,Amsterdam Housing,Amsterdam,3,92
1100,Expat Housing,Den Haag,2,56
900,Housescout,Den Haag,2,45
850,Vizier Makelaardij og,Utrecht,1,25
1750,VGW Housing,Hollandsche Rading,4,115
3590,Hoen Vastgoedbeheer ,Amsterdam,5,152
3750,Hoen Vastgoedbeheer ,Amsterdam,4,140
1290,Expat & Real Estate B.V.,Den Haag,3,105
1750,Riva Rentals,Rotterdam,4,125
850,Nu-huren.nl,Den Bosch,1,40
1045,Vizier Makelaardij og,Utrecht,2,46
995,HouseHunting Utrecht,Biddinghuizen,1,55
1150,Mia Driessen Makelaardij,Sittard,3,90
1290,Vereniging Hendrick de Keyser,Schiedam,3,110
1495,Interhouse verhuurmakelaars Hilversum & Almere,Hilversum,3,120
1215,Pinedo Makelaardij,Amsterdam,3,82
1795,Immobilia Real Estate,Bergschenhoek,4,120
695,De Huissleutel,Tilburg,1,35
550,HouseHunting Eindhoven,Eindhoven,1,18
1650,RandstadWonen Haarlem,Bloemendaal,2,50
2750,Vereniging Hendrick de Keyser,Brielle,4,265
1650,Koops Makelaardij Amstelveen,Diemen,3,80
1325,Compass Housing Amsterdam,Amsterdam,3,68
1350,Hevesta Bemiddeling,Amsterdam,1,37
1450,Amsterdam Housing,Amstelveen,3,85
1495,Riva Rentals,Rotterdam,3,85
1250,Inter Immo Almere,Almere,3,48
1175,Vereniging Hendrick de Keyser,Gorinchem,4,105
550,GOETH Vastgoed,Eindhoven,1,25
2250,Interhouse verhuurmakelaars Amsterdam,Amsterdam,4,110
1500,Brick Vastgoed,Weert,6,250
500,Tijssen&Vos,Groningen,1,25
1125,Brick Vastgoed,Eindhoven,2,60
1200,Kempen O.G. Vastgoedbeheer,Eindhoven,3,90
2950,Rotsvast Amsterdam,Amsterdam,4,122
315,RNC Wonen,Tilburg,1,12
1275,Stones Housing,Eindhoven,2,75
1650,27 Huis Makelaars,Amsterdam,2,59
2099,AA real estate solutions,Amsterdam,3,110
1199,Friendly Housing,Eindhoven,3,80
2250,The Hague Real Estate Services,Den Haag,5,143
1000,Homeland Real Estate,Den Haag,1,50
1350,Kolpa Makelaars B.V.,Rotterdam,3,70
1495,Riva Rentals,Rotterdam,2,79
1200,Keij & Stefels Makelaars en Taxateurs,Amsterdam,1,39
1650,Finsens Makelaardij,Amsterdam,2,87
1750,Rappange Makelaardij,Amsterdam,2,60
1350,Executive Home Rentals  Amsterdam,Amsterdam,1,40
2750,Hollandsche Makelaardij,Kortenhoef,3,110
895,070Wonen,Den Haag,2,33
619,Amsterdam Housing,Amsterdam,1,16
1600,Expat Rentals,Amsterdam,3,80
485,123Wonen Den Bosch,Den Bosch,1,22
1985,Interhouse verhuurmakelaars Haarlem,Haarlem,4,96
1325,Compass Housing Amsterdam,Amsterdam,3,68
1550,Mac Housing,Amsterdam,3,78
1245,Interhouse verhuurmakelaars Haarlem,Haarlem,2,46
465,Rotterdam Apartments,Rotterdam,1,15
1900,B2 Makelaars,Amstelveen,5,110
2000,Cosmo Housing,Amsterdam,4,110
930,Duinzigt Wonen B.V.,Den Haag,3,80
2400,Interhouse verhuurmakelaars Amsterdam,Amsterdam,3,105
1400,PRO makelaars,Amsterdam,3,65
4000,Keizerskroon makelaars,Amsterdam,4,161
1750,Find your room,Amstelveen,4,90
1150,HertogWonen,Den Bosch,3,65
1125,Budget Housing,Eindhoven,3,60
1400,Double20,Haarlem,2,65
370,RegioVast Wonen,Arnhem,1,15
1025,Tweelwonen.nl Den Haag,Schiedam,3,69
2714,A1 Executive Estate,Amsterdam,4,120
2950,Parker & Williams Real Estate Services,Amsterdam,4,140
4900,Expat & Real Estate B.V.,Den Haag,5,280
2225,The Hague Real Estate Services,Den Haag,3,106
722,Karens Real Estate,Den Haag,1,30
1200,Interhouse verhuurmakelaars Rotterdam,Schiedam,2,80
1100,Van Santvoort Makelaars Eindhoven,Helmond,3,106
1145,Van Santvoort Makelaars Eindhoven,Helmond,3,121
1105,Van Santvoort Makelaars Eindhoven,Helmond,3,108
750,House Rent Leeuwarden,Franeker,3,60
1630,I AM REAL ESTATE,Diemen,4,92
1650,Skyreach Stay,Amsterdam,3,85
640,Homeland Real Estate,Den Haag,1,12
850,RandstadHousing,Utrecht,1,35
1450,Rent an Apartment,Rotterdam,3,79
1250,Langezaal makelaars,Den Haag,3,80
1350,Hevesta Bemiddeling,Amsterdam,1,37
1550,Mac Housing,Amsterdam,3,78
980,Van Santvoort Makelaars Eindhoven,Helmond,3,87
1075,Domica Eindhoven,Eindhoven,2,60
1240,realestate.nl ,Rotterdam,3,60
1800,ViaDaan,Amstelveen,4,90
1450,Amsterdam Housing,Amsterdam,2,60
825,HouseHunting Den Bosch,Den Bosch,1,45
1200,Friedmann Housing,Amsterdam,2,65
895,The Real Estate Company,Den Haag,1,30
345,NederWoon Verhuurmakelaars Zwolle,Meppel,1,11
2500,Home of Orange,Amsterdam,5,131
705,NederWoon verhuurmakelaars Amersfoort,Hilversum,2,43
1475,Compass Housing Amsterdam,Amsterdam,3,65
1600,Amstel Housing Amsterdam,Amsterdam,4,72
1550,ViaDaan,Maastricht,3,190
725,University Housing,Utrecht,1,10
1350,De Bloois Vastgoed,Rotterdam,6,90
1700,Tweelwonen.nl Leiden,Leiden,2,87
1650,Tweelwonen.nl Leiden,Leiden,2,88
650,University Housing,Utrecht,1,10
1600,Rotsvast Amstelveen,Amstelveen,3,80
1375,Rotsvast Amsterdam,Amsterdam,1,42
1850,Rent an Apartment,Rotterdam,4,150
1150,Gooiland Makelaardij Hilversum,Hilversum,2,72
1675,Wbos Makelaars,Heemstede,3,70
1650,JLG Real Estate,Amsterdam,2,65
2500,Riva Rentals,Rotterdam,1,100
1095,123Wonen Nijmegen,Nijmegen,3,73
875,Wonen Limburg Accent,Venray,3,105
1190,123Wonen Groningen,Groningen,3,78
1195,123Wonen Leiden,Noordwijk,4,80
1475,Hoogveste BV,Amstelveen,1,40
835,Nido Student,Utrecht,1,20
810,SH Consultancy,Lunteren,3,70
1395,Rotterdam Apartments,Rotterdam,3,78
1195,Rotterdam Apartments,Capelle aan den IJssel,2,65
1100,Rotterdam Apartments,Rotterdam,1,50
950,Rotterdam Apartments,Rotterdam,1,45
580,Borgondo Facilities,Maastricht,2,23
550,Borgondo Facilities,Maastricht,1,17
1650,Van Huis Uit Makelaars,Amstelveen,3,80
1400,Van Huis Uit Makelaars,Amsterdam,2,45
1050,Riva Rentals,Rotterdam,2,50
700,Domica Leiden,Leiden,2,28
975,Xpat Xpert,Katwijk,1,40
1125,Vizier Makelaardij og,Utrecht,2,65
6750,Rotsvast Amsterdam,Amsterdam,5,250
1600,Astoria Vastgoed BV,Amsterdam,2,53
1214,Eenhoorn Management B.V.,Zeist,2,72
1475,GOETH Vastgoed,Eindhoven,3,84
875,Domica Apeldoorn,Apeldoorn,3,85
675,Xpat Xpert,Katwijk,1,25
1295,Rent a Stone,Den Haag,3,92
1095,Brick Vastgoed,Eindhoven,2,60
2500,Renthouse Vastgoed,Aalsmeer,4,138
525,FS Vastgoed B.V.,Tilburg,1,22
1450,Stones Housing,Eindhoven,3,120
1500,Tweelwonen.nl Rotterdam,Rotterdam,4,70
2300,Expat & Real Estate B.V.,Den Haag,5,130
2300,Rotsvast Middelburg,Graauw,5,229
1750,Amsterdam Housing,Amsterdam,3,55
625,MDG Makelaars,Eindhoven,1,20
1900,Houses4let,Amstelveen,5,140
1295,VHPN,Rotterdam,3,80
1475,Hoogveste BV,Amstelveen,1,40
1550,Van Huis Uit Makelaars,Amsterdam,2,42
2150,Hakkenbroek Housing Company,Amsterdam,3,100
2300,Hakkenbroek Housing Company,Amsterdam,3,85
1575,Hakkenbroek Housing Company,Amsterdam,2,65
6900,Hakkenbroek Housing Company,Amsterdam,6,320
900,Van Der Huizen,Utrecht,1,55
1695,Budget Housing,Eindhoven,5,160
1150,House of Rentals,Amsterdam,2,60
1695,Makelaardij Lankhuijzen b.v.,Rotterdam,3,132
1200,JJV Vastgoedbeheer,Almere,2,50
2100,VRC - Veth Realty & Consultancy BV,Amsterdam,3,110
695,BP Homeleasing,Nijmegen,1,15
1075,Huurinc Housing,Eindhoven,2,80
427,geWOON Makelaardij,Maastricht,1,17
1075,Brick Vastgoed,Eindhoven,2,78
2300,The Hague Real Estate Services,Den Haag,3,115
2750,The Hague Real Estate Services,Den Haag,3,140
2400,The Hague Real Estate Services,Den Haag,4,137
1250,The Hague Real Estate Services,Den Haag,2,35
2150,The Hague Real Estate Services,Den Haag,3,134
1100,Inter Immo Amsterdam,Amsterdam,1,30
1150,Ideaal Housing & Makelaars,Delft,4,85
1275,realestate.nl ,Rotterdam,3,90
1250,Rotsvast Middelburg,Arnemuiden,4,97
1200,Brick Vastgoed,Eindhoven,3,80
1365,LIV Residential,Amsterdam,3,50
1375,Rotsvast Eindhoven,Eindhoven,5,122
3450,HouseHunting SchipholRegio & Haarlem e.o.,Oegstgeest,6,268
2000,Vlaanderen Makelaardij BV,Muiden,5,116
1250,Centraal Makelaardij,Haarlem,2,50
1168,Q Makelaars,Den Haag,1,59
1350,Hevesta Bemiddeling,Amsterdam,1,37
1300,Mac Housing,Amsterdam,2,43
1950,Your-House,Utrecht,3,110
1375,HousingXL.nl,Maastricht,4,115
1900,Amstel Property Agency,Amsterdam,4,85
1650,Visch & Van Zeggelaar Amsterdam,Amsterdam,2,47
1295,Mr and Ms Rent,Maastricht,2,70
895,Fryslân Homes,Leeuwarden,4,92
930,Corpowonen,Ootmarsum,3,84
1200,Woonzeker Rentals,Den Haag,2,80
1600,Haagen & Partners,Amsterdam,2,55
1250,123Wonen Tilburg,Tilburg,6,195
1050,123Wonen Rotterdam,Rotterdam,2,60
1850,123Wonen het Gooi,Loenen aan de Vecht,4,100
1350,123Wonen West-Brabant,Roosendaal,6,100
4950,Het Hoofse Huis,Maastricht,10,288
2475,Budget Housing,Eindhoven,3,120
1800,Inter Immo Amsterdam,Amsterdam,5,110
1150,Wolters Housing,Den Haag,3,75
895,Brick Vastgoed,Eindhoven,1,42
1735,RELO Wonen,De Goorn,4,135
1650,Renthouse Vastgoed,Amstelveen,3,90
1725,LIV Residential,Amsterdam,3,78
1200,Brick Vastgoed,Eindhoven,3,80
2350,MA Residences,Amsterdam,3,82
2450,Hakkenbroek Housing Company,Hilversum,5,185
3950,Estata Makelaars O.G.,Den Haag,8,325
2400,Jimble,Amsterdam,2,81
2600,Jimble,Amsterdam,3,90
1600,Valerius Rentals,Amsterdam,2,28
1600,Valerius Rentals,Amsterdam,2,28
1295,VHPN,Rotterdam,3,80
1475,Hoogveste BV,Amstelveen,1,40
795,Brick Vastgoed,Eindhoven,2,37
1945,LIV Residential,Amsterdam,5,149
1850,072wonen,Koedijk,3,170
2350,The Real Estate Company,Den Haag,5,162
1550,21 Zuid Makelaardij,Amstelveen,4,80
2200,AmsterHomes,Almere,5,137
850,BenHousing,Rotterdam,2,50
1025,BenHousing,Rotterdam,2,52
495,BenHousing,Rotterdam,1,18
2600,Jimble,Amsterdam,3,90
995,Stienstra,Herkenbosch,4,145
1600,Valerius Rentals,Amsterdam,2,36
1600,Valerius Rentals,Amsterdam,2,37
1095,Domica Apeldoorn,Apeldoorn,4,83
2250,Renthouse Vastgoed,Amsterdam,4,130
1150,Tweelwonen.nl Den Haag,Den Haag,3,82
1400,HouseHunting Den Bosch,Den Bosch,5,90
275,NederWoon Verhuurmakelaars Apeldoorn,Apeldoorn,1,14
1750,AmsterHomes,Almere,4,124
1190,Rotsvast Middelburg,Middelburg,2,50
1495,Rent an Apartment,Rotterdam,4,100
400,Tweelwonen.nl Noordwijk,Sassenheim,2,35
1450,Eefje Voogd Makelaardij,Amsterdam,2,55
1650,Van Huis Uit Makelaars,Amsterdam,2,50
1045,Census Real Estate,Eindhoven,1,43
1650,Dutch Housing Centre BV,Amsterdam,3,69
1400,Xpat Xpert,Leiden,3,70
1650,CS Housing,Nieuwegein,5,129
1995,Expat Housing,Den Haag,4,152
1800,Jimble,Amsterdam,2,50
1550,Mac Housing,Amsterdam,3,78
1325,Compass Housing Amsterdam,Amsterdam,3,68
3000,Dop Makelaars,Lelystad,5,184
1750,Kimmel & Co. Makelaarskantoor o.g. b.v.,Den Haag,4,110
600,Wolters Housing,Den Haag,1,18
525,Van Der Huizen,Den Haag,1,20
2100,De Graaf & Groot Makelaars,Amsterdam,3,76
2500,The Housing Company,Urmond,8,160
1750,Koster Di Giacomo,Muiden,4,100
975,Wonen Limburg Accent,Venray,4,94
1450,Your Home Makelaardij,Amsterdam,2,72
3200,Keij & Stefels Makelaars en Taxateurs,Amsterdam,6,126
1025,Wonen Limburg Accent,Venray,4,94
3000,De Gouden Makelaar,Laren,4,172
6000,Amsterdam Housing,Amstelveen,5,210
1400,Vastgoed Unie Makelaardij ,Amsterdam,2,35
1095,Budget Housing,Eindhoven,2,55
3450,Sweers & Boys,Amsterdam,5,132
1350,B&S Rental Service,Utrecht,2,55
1950,Hoen Vastgoedbeheer ,Amsterdam,3,59
260,Villex Vastgoedbescherming Barendrecht,Alphen aan den Rijn,1,20
1350,Interhouse verhuurmakelaars Amsterdam,Amsterdam,1,40
1350,Brick Vastgoed,Sint-Oedenrode,5,120
750,realestate.nl ,Rotterdam,1,25
750,NOVA Housing,Noorbeek,4,100
1650,Rotsvast Rotterdam,Rotterdam,3,100
1350,TVN Real Estate,Amsterdam,2,50
1295,Fryslân Homes,Leeuwarden,4,110
1250,Stones Housing,Eindhoven,2,65
9850,Peter Bruin Makelaardij,Amsterdam,3,138
1075,Rotterdam Appartementen,Rotterdam,3,55
1275,KK Amsterdam,Amsterdam,2,24
1550,Mac Housing,Amsterdam,3,78
1395,Q Makelaars,Den Haag,2,72
2120,Interhouse verhuurmakelaars Eindhoven,Eindhoven,4,132
2000,Zandvoortmakelaars,Zandvoort,3,130
3750,Estata Makelaars O.G.,Den Haag,8,264
1300,Bianca Combee Housing Service,Amstelveen,2,60
1150,De Bruyn & Tak,Den Haag,4,100
1150,Stad en Land Makelaars,Rotterdam,3,70
1010,TW3 Strategie Marketing Makelaardij B.V.,Den Haag,3,77
1175,Makelaarsassociatie B.V.,Rijswijk,3,60
1500,Makelaarsassociatie B.V.,Den Haag,4,101
1895,Hoen Vastgoedbeheer ,Amsterdam,3,84
1500,Allround Apartments,Amsterdam,2,65
2500,Compass Housing Amsterdam,Amsterdam,3,90
1695,LIV Residential,Amsterdam,4,116
3750,Heeren Makelaars B.V.,Amsterdam,5,154
2500,Expat Rentals,Amsterdam,3,125
1275,123Wonen Amsterdam,Amsterdam,2,55
1750,Rotterdam Apartments,Rotterdam,3,90
1350,Rotterdam Apartments,Rotterdam,3,79
1300,Rotterdam Apartments,Rotterdam,2,80
1250,INTO Real Estate,Voorburg,4,77
1762,EasyMakelaars,Leiden,3,75
1450,VDN Vastgoed BV,Rotterdam,3,86
2000,Amstel Housing,Amstelveen,5,140
2750,De Haagsche Makelaar,Den Haag,4,163
1950,Jaap In Huren,Amsterdam,3,74
1395,Rotsvast Utrecht,Utrecht,2,67
850,beHome Delft,Delft,2,60
385,beHome Delft,Delft,1,12
1295,Kolpa Makelaars B.V.,Rotterdam,2,65
1995,VERRA Real Estate,Den Haag,6,152
1395,Q Makelaars,Den Haag,2,72
985,OurDomain Amsterdam Diemen,Diemen,2,47
1595,DL Housing Services,Haarlem,3,75
1850,Tweelwonen.nl Noordwijk,Noordwijkerhout,6,126
245,Borgondo Facilities,Tilburg,1,15
1350,Renders Makelaars,Maastricht,4,120
1300,Renders Makelaars,Maastricht,4,80
308,Rotsvast Tilburg,Tilburg,1,10
1000,PSG-Wonen,Den Haag,2,50
335,BVwonen,Tilburg,2,14
455,Borgondo Facilities,Tilburg,1,27
950,Dop & Dop Consultancy,Rotterdam,2,40
2400,Wobeco Housing Agency,Den Haag,4,163
2350,RNC Wonen,Helmond,2,50
895,BVwonen,Tilburg,2,35
1475,Housing Experts,Amstelveen,2,80
1200,Amsterdam Real Estate,Amsterdam,1,30
875,Dop & Dop Consultancy,Rotterdam,2,40
2450,Best Intermediair Vastgoed Makelaardij,Eindhoven,5,220
1600,StartHousing,Rotterdam,4,86
1500,Amstel Housing,Amstelveen,3,75
425,Homey Housing,Den Haag,7,10
1750,B&S Rental Service,Utrecht,4,85
2250,Wind makelaars,Ouderkerk aan de Amstel,4,125
789,Rent2You,Rotterdam,2,30
6500,11 Makelaars Landsmeer,Oostzaan,11,467
754,Camelot Vastgoedbeheer BV,Eindhoven,1,23
,NL en Wonen,IJzendijke,15,360
,NL en Wonen,Bussum,5,144
850,Northuys Vastgoed Management,Zoetermeer,1,36
1695,Homely Rentals,Den Haag,2,44
1295,Woonhuis O/G,Blaricum,4,106
1600,Maasstad Woningverhuur,Rotterdam,3,122
935,P&D Housing,Tilburg,2,55
1195,Housing Solutions,Hellevoetsluis,2,55
1150,Pension Barendregt,Rotterdam,2,55
1275,Stones Housing,Eindhoven,2,65
1480,123Wonen Alkmaar,Uitgeest,4,90
1495,Rotsvast Eindhoven,Veldhoven,6,175
995,BW Housing,Den Haag,2,45
1000,realestate.nl ,Rotterdam,2,76
995,A&N Vastgoed,Amsterdam,1,41
1095,Fransen Vastgoed,Rotterdam,2,65
480,BVwonen,Tilburg,2,23
2200,Aaiman Rentals,Hellevoetsluis,4,95
1600,Casarent Real Estate Agency,Amsterdam,2,95
288,Maasland Relocation,Maastricht,2,13
1595,Rotterdam Apartments,Rotterdam,3,80
1395,Rotterdam Apartments,Schiedam,2,123
