house_price,rental_agency,city,bedrooms,surface
950,HouseHunting Den Bosch,Boxtel,3,75
1250,Nationaal Grondbezit,Rijswijk,3,96
1168,Q Makelaars,Den Haag,1,59
1350,Hevesta Bemiddeling,Amsterdam,1,37
795,Mijnhuurwoning.com,Hengelo,3,77
1250,HouseHunting Eindhoven,Eindhoven,3,90
1750,Van Huis Uit Makelaars,Amsterdam,2,83
1250,Langezaal makelaars,Den Haag,4,97
1450,Peters & Partners Amstelveen,Hoofddorp,3,80
2350,Huurhuis Beheer,Amsterdam,3,105
875,Van Der Huizen,Utrecht,2,31
1850,ViaDaan,Amsterdam,3,85
1250,Koster Di Giacomo,Weesp,3,81
695,Inleidenhuren B.V.,Leiden,1,24
1350,Rappange Makelaardij,Amsterdam,2,45
1375,&Bijleveld Makelaardij,Amsterdam,2,47
1495,Ooms Makelaars Woningen,Rotterdam,3,88
895,Kronenburg Living,Heesch,3,100
1450,Smit & Heinen Makelaars en Taxateurs,Amsterdam,2,56
1700,Smit & Heinen Makelaars en Taxateurs,Amsterdam,4,82
1285,Frisia Makelaars,Den Haag,4,87
1600,Forte Makelaars,Amsterdam,2,60
1350,Forte Makelaars,Amsterdam,2,50
1200,Alberts & Muus Wonen,Bunnik,3,74
2000,Keij & Stefels Makelaars en Taxateurs,Amsterdam,3,77
1750,Onesta Vastgoed,Den Haag,3,80
1575,JLG Real Estate,Amsterdam,2,62
1800,JLG Real Estate,Amsterdam,3,70
2000,Engel en Volkers Amsterdam Centrum,Amsterdam,3,69
4000,Dames van Vermeer,Amsterdam,3,200
2000,MIJN HUIS en ik,Beek,4,320
1750,Bianca Combee Housing Service,Amsterdam,4,112
770,Sharon Bish Makelaardij,Weert,2,44
1300,Amsterdam Wonen,Amsterdam,2,35
955,P&D Housing,Tilburg,1,55
1600,Maasstad Woningverhuur,Rotterdam,3,122
1500,Henk Burger Makelaardij,Amsterdam,4,88
675,J.T.M.D. vastgoed beheer B.V.,Amsterdam,1,12
1600,Housing Experts,Amsterdam,3,92
1750,HB Housing ,Hoofddorp,4,130
2000,HB Housing ,Amsterdam,3,84
2150,HB Housing ,Amsterdam,3,75
875,Vesting Vastgoed,Den Haag,2,50
750,Vesting Vastgoed,Den Haag,2,40
1500,City Housing Amsterdam,Amsterdam,3,50
1280,SCB Vastgoed,Den Haag,4,79
295,Vesting Vastgoed,Den Haag,1,9
1250,Vesting Vastgoed,Den Haag,3,70
550,Vesting Vastgoed,Den Haag,1,20
775,Wonen Limburg Accent,Venray,3,86
850,Wonen Limburg Accent,Geleen,3,97
1050,Wonen Limburg Accent,Baarlo,5,196
753,Wonen Limburg Accent,Venray,3,86
850,Wonen Limburg Accent,Venray,3,87
1475,Nu Woonruimte,Haarlem,3,75
852,Maxx Zwolle,Zwolle,1,40
1050,Vesting Vastgoed,Den Haag,2,60
1495,MA Residences,Amsterdam,2,50
1250,ED Housing,Den Haag,3,74
1650,Expats. Amsterdam Rentals ,Amsterdam,3,40
1750,Expats. Amsterdam Rentals ,Amstelveen,3,66
2950,Expat & Real Estate B.V.,Den Haag,4,125
1335,Absolute Housing,Amsterdam,2,49
1995,Rotsvast Eindhoven,Eindhoven,4,125
1195,Rotsvast Eindhoven,Eindhoven,3,75
1500,Parker & Williams Real Estate Services,Amsterdam,3,70
1325,Compass Housing Amsterdam,Amsterdam,3,68
835,Nido Student,Utrecht,1,20
1000,Saelmans Makelaardij,Weert,2,164
1500,Heemsteren Realisatie & Beheer B.V.,Den Haag,2,70
1950,Zen Home Rentals,Amsterdam,3,90
1292,Van 't Hof Rijnland Vastgoedmanagement,Den Haag,5,135
1395,123Wonen Leiden,Noordwijk,5,160
1500,Stoit Groep,Eindhoven,5,125
1695,Rent2day Real Estate,Leiden,5,100
1195,Nu-huren.nl,Vught,2,60
2295,Vastgoed & Co.,Amsterdam,2,120
1500,Kimmel & Co. Makelaarskantoor o.g. b.v.,Den Haag,3,75
1625,Parker & Williams Real Estate Services,Amsterdam,3,63
660,Stadhuis Breda,Breda,2,23
1545,Van Huis Uit Makelaars,Amsterdam,2,52
1000,Saelmans Makelaardij,Weert,3,121
1475,Holland Verlof Service,Amsterdam,2,70
1950,Heemsteren Realisatie & Beheer B.V.,Den Haag,3,115
1195,B2 Makelaars,Vijfhuizen,2,70
450,070Wonen,Den Haag,1,16
425,070Wonen,Den Haag,1,16
550,070Wonen,Den Haag,1,23
395,070Wonen,Den Haag,1,13
1750,Koops Makelaardij Amstelveen,Amstelveen,3,110
1550,123Wonen Groningen,Groningen,3,88
1500,Renthouse Vastgoed,Amsterdam,2,80
1295,Rotsvast Den Haag,Den Haag,4,90
1200,Interhouse verhuurmakelaars Sassenheim,Oegstgeest,3,75
1295,Rent an Apartment,Rotterdam,3,108
1450,Hakkenbroek Housing Company,Utrecht,2,42
2800,Avenir Vastgoed,Den Haag,4,121
1350,Nu Woonruimte,Haarlem,2,45
1395,Q Makelaars,Den Haag,2,72
575,OurCampus Amsterdam Diemen,Diemen,1,27
1350,NumberXII Exclusive Real Estate,Den Haag,3,70
1800,The Rental Agency Amsterdam,Amsterdam,1,70
650,GOETH Vastgoed,Eindhoven,2,28
3950,Huurinc Housing,Eindhoven,6,230
2750,Sonar appartementen,Den Haag,3,120
675,BVwonen,Tilburg,2,26
675,BVwonen,Tilburg,2,26
1400,Expats. Amsterdam Rentals ,Amsterdam,2,65
1700,Brick Vastgoed,Eindhoven,4,135
1250,Ben-s.nl verhuur en beheer,Groningen,3,78
1700,G&D&Y Housing,Amstelveen,3,96
975,Heimstaden,Leusden,3,63
1050,Stienstra,Eygelshoven,4,163
1250,Rotsvast Noord-Holland,Wormerveer,3,76
750,Riva Rentals,Rotterdam,1,31
795,Riva Rentals,Rotterdam,1,31
950,Riva Rentals,Rotterdam,1,31
1030,123Wonen Rotterdam,Rotterdam,3,95
950,Riva Rentals,Rotterdam,1,31
2075,Grand Relocation,Amsterdam,4,68
1595,RE/MAX Makelaarsgilde Leiden,Leiden,4,115
1195,Ideaal Housing & Makelaars,Schiedam,3,80
1350,Domica Utrecht,Utrecht,2,45
925,Twente Invest,Enschede,3,77
440,Twente Invest,Enschede,1,20
960,Housing Solutions Breda,Breda,2,46
450,BM Vastgoed,Arnhem,1,22
1000,House Rent Leeuwarden,Leeuwarden,3,65
1695,Relocation-Amsterdam,Amsterdam,2,75
1115,Juistwonen,Rotterdam,1,53
1350,Hevesta Bemiddeling,Amsterdam,1,37
575,OurCampus Amsterdam Diemen,Diemen,1,27
1800,The Rental Agency Amsterdam,Amsterdam,3,50
2100,V3S Real Estate Management,Amsterdam,7,100
2750,SPR Property,Amsterdam,3,135
1475,SPR Property,Amsterdam,2,58
2200,SPR Property,Amsterdam,3,95
1350,SPR Property,Amsterdam,2,45
1475,SPR Property,Amsterdam,2,55
1575,SPR Property,Amsterdam,2,65
1445,Rotsvast Gouda,Gouda,2,90
1450,Compass Housing Amsterdam,Amsterdam,2,51
1495,B&S Rental Service,Utrecht,2,60
1450,Makelaarshuis Amsterdam - Zaanstad,Zaandam,3,89
995,Wolters Housing,Den Haag,3,105
1650,Star Housing,Maastricht,5,130
660,HouseHunting Parkstad,Eygelshoven,4,70
642,HouseHunting Parkstad,Eygelshoven,4,75
1600,HousingNet,Amsterdam,4,90
1250,KamerRaad,Leiden,2,70
1600,Relocation Advisers B.V.,Amsterdam,2,99
1500,Expats. Amsterdam Rentals ,Amsterdam,3,80
975,24Home Rentals,Wijchen,5,110
945,ViaDaan,Enschede,4,90
1675,Interhouse verhuurmakelaars Amsterdam,Amsterdam,3,75
1150,Rotsvast Middelburg,Middelburg,3,80
425,Expolease-wonen,Rotterdam,1,15
950,Tettero en Wetters Makelaars,Den Haag,3,60
2500,Keij & Stefels Makelaars en Taxateurs,Amsterdam,2,85
3250,Keij & Stefels Makelaars en Taxateurs,Amsterdam,3,145
1600,A Plus Apartments,Amsterdam,3,53
1200,Brick's Makelaardij,Rijen,4,140
985,OurDomain Amsterdam Diemen,Diemen,2,47
1350,Hevesta Bemiddeling,Amsterdam,1,37
1300,VERRA Real Estate,Den Haag,2,52
795,DHVC Vastgoed,Eindhoven,1,30
1695,Housing Solutions,Rozenburg,3,112
1350,KK Amsterdam,Amsterdam,2,30
1600,Collection Apartments,Amsterdam,2,50
1675,ViaDaan,Amsterdam,2,65
1300,Amsterdam Housing,Amsterdam,3,77
1495,People On The Move Expat Rentals,Amsterdam,4,95
1950,Stadsdaemes onroerend goed ,Utrecht,4,125
1195,Avenir Vastgoed,Den Haag,3,82
895,Fryslân Homes,Heerenveen,3,89
1650,'t Mauritshuis Makelaars,Rhenen,3,116
1700,Allround Housing,Amsterdam,3,77
1700,Renthouse Vastgoed,Amstelveen,4,136
495,DHVC Vastgoed,Eindhoven,1,25
1695,Housing Solutions,Rozenburg,4,108
850,Rent Valley,Den Haag,2,38
475,Woonhuis Limburg,Meerssen,1,12
725,Vesting Vastgoed,Den Haag,1,28
1200,Rotsvast Rotterdam,Rotterdam,3,78
1175,Inter Immo Almere,Almere,3,66
1500,Stoit Groep,Waalre,3,97
775,The Real Estate Company,Den Haag,2,50
850,Dop & Dop Consultancy,Rotterdam,2,35
1095,123Wonen Den Haag,Den Haag,3,75
625,De Huissleutel,Tilburg,1,35
1650,Comfortable Staff Housing,Amsterdam,3,85
2800,Heeren Makelaars B.V.,Amsterdam,2,114
1950,Heeren Makelaars B.V.,Amsterdam,3,77
5000,Heeren Makelaars B.V.,Amsterdam,6,193
1168,Q Makelaars,Den Haag,1,59
1295,VHPN,Rotterdam,3,80
950,Brick Vastgoed,Eindhoven,3,80
549,Housing Solutions Breda,Breda,17,25
385,Goedhart Makelaars en Taxateurs Leiden,Leiden,1,13
775,Walther Vastgoedbeheer,Eindhoven,3,35
1450,Pas verhuurt,Den Bosch,5,137
800,SPiL makelaars,Amsterdam,2,25
1250,Rotsvast Utrecht,Utrecht,2,65
1200,VERRA Real Estate,Den Haag,2,52
360,geWOON Makelaardij,Vaals,1,15
750,Maastricht Rentservice BV,Maastricht,1,16
1060,Van der Brugge Makelaardij,Sleeuwijk,3,86
1500,Renthouse Vastgoed,Uithoorn,3,70
1650,Riva Rentals,Rotterdam,3,113
1250,HBBWonen.nu,Rosmalen,3,82
3500,Relocation Advisers B.V.,Amsterdam,5,190
1700,ViaDaan,Amsterdam,4,92
900,VerhuurPro Almelo,Hengelo,4,99
810,Vlug Wonen,Enschede,2,68
1400,Amsterdam Housing,Amstelveen,3,78
400,RegioVast Wonen,Arnhem,1,20
895,Mijnhuurwoning.com,Deventer,3,90
1575,Van der Laarse Makelaardij o.g.,Aalsmeer,8,178
795,Duinzigt Wonen B.V.,Den Haag,2,40
1499,Stichting het Utrechts Monumentenfonds,Utrecht,2,85
875,Ros Verhuurmakelaar,Leiderdorp,3,70
1500,Hollandsche Makelaardij,Amsterdam,3,50
350,Numaga Vastgoed,Nijmegen,1,12
910,HouseHunting Breda,Gorinchem,6,110
899,Rotsvast Gouda,Gouda,2,52
1575,Inter Immo Amsterdam,Amsterdam,2,65
1600,Maasstad Woningverhuur,Rotterdam,3,122
1350,Hevesta Bemiddeling,Amsterdam,1,37
785,Immovita,Den Haag,3,75
925,Urban Short Stay,Delft,2,42
515,Domica Eindhoven,Eindhoven,1,14
615,Domstad Wonen,Utrecht,1,25
910,Domica Apeldoorn,Apeldoorn,4,76
825,Tameling Verhuur,Noordwijk,1,24
1150,Koops Makelaardij Leiden,Leiden,3,70
1650,Zen Home Rentals,Amsterdam,2,75
1200,NL en Wonen,Hilversum,4,70
1400,Stoit Groep,Eindhoven,5,105
1135,Altijd Wonen,Amstelveen,2,40
1950,Spot Relocations,Amsterdam,3,100
500,Domica Den Bosch,Den Bosch,1,30
1300,Brick Vastgoed,Eindhoven,4,85
1195,ViaDaan,Apeldoorn,3,74
1550,Expats. Amsterdam Rentals ,Amsterdam,3,95
2250,Absolute Housing,Amsterdam,5,142
1695,-sQout-,Capelle aan den IJssel,2,80
2100,Michiel Stolker Real Estate,Den Haag,4,110
1500,123Wonen Alkmaar,Nieuwe Niedorp,5,132
835,Mijnhuurwoning.com,Deventer,3,115
875,Rotsvast Eindhoven,Riethoven,2,50
2400,Gooiland Makelaardij Hilversum,Hilversum,6,150
1275,Regio56 Makelaars & Huisvesting ,Eindhoven,3,65
1195,123Wonen Amstelveen,Amstelveen,2,50
500,AMfield,Hoensbroek,2,56
1575,Listings,Amsterdam,1,65
995,Living Today,Oegstgeest,2,46
900,Living Today,Oegstgeest,2,39
800,Living Today,Oegstgeest,2,37
955,P&D Housing,Tilburg,1,55
985,OurDomain Amsterdam Diemen,Diemen,2,47
994,'t Mauritshuis Makelaars,Velp,4,80
800,Housing 4 You,Sittard,2,40
850,Census Real Estate,Eindhoven,1,40
1295,Interhouse verhuurmakelaars Hilversum & Almere,Baarn,2,70
1200,Heimstaden,Amsterdam,2,74
495,Parkstone,Den Haag,1,25
925,Maxx Groningen,Groningen,2,55
500,GOETH Vastgoed,Eindhoven,1,30
825,123Wonen Arnhem,Arnhem,4,83
925,Stam Vastgoed,Hilversum,2,40
1995,Eenhoorn Management B.V.,Rotterdam,2,111
1250,Ideaal Housing & Makelaars,Rotterdam,3,90
1495,Van Laar Vastgoed,Almere,4,90
1100,Eenhoorn Management B.V.,Rotterdam,2,75
4000,Parker & Williams Real Estate Services,Amsterdam,4,170
1100,Rotsvast Eindhoven,Eindhoven,2,50
1700,Vos makelaardij o.g. b.v.,Ouderkerk aan de Amstel,3,90
995,HouseHunting Eindhoven,Ingen,2,60
1150,Living Today,Oegstgeest,2,70
1895,'t Mauritshuis Makelaars,Elst,6,172
1650,La Fontaine Makelaardij,Maastricht,7,125
1850,StartHousing,Utrecht,3,110
1400,HouseHunting Rotterdam,Rotterdam,1,60
450,Rent Valley,Den Haag,2,21
1700,Hopmans Wonen,Bergen op Zoom,6,234
1350,Expat Residence,Den Haag,3,70
550,Wonen Hartje Rotterdam,Rotterdam,1,20
925,HBBWonen.nu,Oss,4,70
2100,Amsterdam Wonen,Amsterdam,3,73
1250,Huizonline,Veldhoven,5,110
985,OurDomain Amsterdam Diemen,Diemen,2,47
1475,Hoogveste BV,Amstelveen,1,40
1500,De Nederlanden,Amsterdam,3,67
1575,Stadsdaemes onroerend goed ,Utrecht,3,72
1200,Domvast,Nieuwegein,3,79
1200,Heule Makelaardij b.v.,Haarlem,2,60
1200,Heule Makelaardij b.v.,Haarlem,2,60
1000,Adriaan van den Heuvel Makelaars en Adviseurs,Helmond,6,120
1700,JLG Real Estate,Amsterdam,3,70
1800,JLG Real Estate,Amsterdam,4,79
1900,JLG Real Estate,Amsterdam,3,110
1400,HB Housing ,Amsterdam,4,95
1425,City Housing Amsterdam,Amsterdam,2,48
515,Prohousing,Maastricht,1,15
540,Prohousing,Maastricht,1,25
1095,Prohousing,Maastricht,3,71
975,Prohousing,Maastricht,3,80
245,VVZ - Vastgoed Verhuur Zwolle,Zwolle,1,8
1750,Rotterdam Apartments,Rotterdam,3,93
999,Rotterdam Apartments,Rotterdam,1,26
1595,Relocation-Amsterdam,Amsterdam,2,50
1600,Brummel & Beuk Makelaars ,Amstelveen,3,62
745,Prevoo Vastgoed,Heerlen,3,77
875,ViaDaan,Ede,2,66
1350,Rent2You,Rotterdam,3,75
1500,Haagen & Partners,Amsterdam,2,50
575,Wonen Hartje Rotterdam,Rotterdam,1,20
950,ViaDaan,Den Haag,1,30
1100,Wonen Hartje Rotterdam,Rotterdam,3,58
1495,EHR Ede-Wageningen,Veenendaal,6,165
1600,Wonen Hartje Rotterdam,Rotterdam,4,103
1195,Riva Rentals,Rotterdam,4,80
1168,Q Makelaars,Den Haag,1,59
1295,VHPN,Rotterdam,3,80
600,Friendly Housing,Eindhoven,1,16
1750,Amsterdam House Hunting,Uithoorn,5,120
1365,Huisportaal.nl,Amsterdam,2,42
2400,Absolute Housing,Amsterdam,3,80
2200,Absolute Housing,Amsterdam,3,75
1495,Rotsvast Breda,Breda,4,120
1185,Rotsvast Breda,Breda,3,87
1950,Huizenbalie.nl,Voorburg,6,133
1175,Regio56 Makelaars & Huisvesting ,Helmond,2,50
1700,"Bakker en Steffen, NVM Makelaars & Taxateurs BV ",Rotterdam,3,75
1150,Rotsvast Den Bosch,Den Bosch,3,120
1600,SPiL makelaars,Amsterdam,4,90
1550,Rent2day Real Estate,Leiden,3,85
1850,Expats. Amsterdam Rentals ,Amsterdam,3,100
450,Rent Valley,Den Haag,1,18
750,Rotterdam Rent,Rotterdam,1,30
750,Domica Apeldoorn,Apeldoorn,2,50
1350,Covers & Jonker Makelaars BV,Utrecht,2,66
1150,A&N Vastgoed,Den Haag,1,83
1625,Homey Housing,Den Haag,4,80
1750,Executive Home Rentals  Amsterdam,Amsterdam,3,80
1500,27 Huis Makelaars,Amsterdam,4,100
1095,123Wonen Groningen,Groningen,4,70
1350,Stoit Groep,Eindhoven,3,75
395,Friendly Housing,Eindhoven,1,12
400,Friendly Housing,Eindhoven,1,11
450,Homey Housing,Den Haag,4,10
1795,The Real Estate Company,Den Haag,4,90
247,Ad Hoc Groningen,Delfzijl,2,115
1500,Domica Leiden,Leiden,2,50
1350,Hevesta Bemiddeling,Amsterdam,1,37
935,P&D Housing,Tilburg,2,55
2000,Expats. Amsterdam Rentals ,Amsterdam,4,160
1295,M&G Housing,Maastricht,7,150
2250,People On The Move Expat Rentals,Amsterdam,3,95
1250,Expat & Real Estate B.V.,Den Haag,3,80
1350,Expat & Real Estate B.V.,Den Haag,3,70
1125,Buro Hogeland,Leiden,2,60
595,De Bloois Vastgoed,Den Haag,1,11
450,De Bloois Vastgoed,Den Haag,1,7
645,De Bloois Vastgoed,Den Haag,1,17
630,De Bloois Vastgoed,Den Haag,1,13
2000,De Bloois Vastgoed,Den Haag,4,105
486,W&D Vastgoed,Tilburg,1,20
1500,Rotsvast Middelburg,Axel,5,94
1300,Koops Makelaardij,Vijfhuizen,3,70
730,Rotsvast Breda,Breda,2,40
975,123Wonen Alkmaar,Alkmaar,1,50
1700,Koops Makelaardij,Vijfhuizen,4,140
1350,Buro Hogeland,Leiden,3,90
875,HouseHunting Eindhoven,Eindhoven,3,40
247,Ad Hoc Groningen,Onstwedde,2,102
1195,Perfectrent,Rotterdam,2,68
550,123Wonen Apeldoorn,Apeldoorn,1,42
1650,CS Housing,Hilversum,5,80
995,Lemoo,Utrecht,2,50
895,Interhouse verhuurmakelaars Rotterdam,Rotterdam,3,55
850,Rent Valley,Den Haag,2,34
1700,Holland Home Management,Amsterdam,3,60
635,Woonder,Maastricht,1,24
1195,REC Vastgoed,Groningen,2,87
575,Sterckwonen,Kerkrade,2,59
955,P&D Housing,Tilburg,1,55
1295,VHPN,Rotterdam,3,80
353,Ad Hoc Groningen,Wildervank,2,84
1700,Woonbemiddeling Rivierenland,Gorinchem,2,40
1700,Woonbemiddeling Rivierenland,Gorinchem,1,40
750,VerhuurPro Almelo,Almelo,4,79
895,Kreuwels Vastgoed,Maastricht,2,50
389,Ad Hoc Groningen,Delfzijl,2,104
1200,Haarlem Real Estate,Haarlem,2,40
1350,De Bloois Vastgoed,Den Haag,4,80
1600,Lightcity Housing,Son en Breugel,6,180
465,Ad Hoc Groningen,Delfzijl,2,163
260,Ad Hoc Groningen,Wagenborgen,1,880
325,Huurstek,Winssen,1,24
1250,VERRA Real Estate Rotterdam,Rotterdam,2,61
910,AMfield,Heerlen,3,92
1250,Rotsvast Eindhoven,Helmond,8,180
1625,Perfectrent,Rotterdam,4,96
995,Perfectrent,Rotterdam,3,44
1300,Dolphijn Makelaardij,Vlaardingen,4,87
925,Dolphijn Makelaardij,Vlaardingen,3,48
1350,Dolphijn Makelaardij,Vlaardingen,4,97
1250,Dolphijn Makelaardij,Vlaardingen,3,73
1225,HouseHunting Eindhoven,Eindhoven,4,75
723,Waterford,Capelle aan den IJssel,1,38
1045,HouseHunting Eindhoven,Eindhoven,2,55
875,HouseHunting Eindhoven,Eindhoven,3,65
1000,Residential Real Estate,Amsterdam,1,40
1200,LW23,Haarlem,5,80
1195,BP Homeleasing,Nijmegen,2,93
1800,Allround Housing,Amsterdam,4,75
247,Ad Hoc Groningen,Gieten,2,70
935,P&D Housing,Tilburg,2,55
1295,VHPN,Rotterdam,3,80
1002,Urban Short Stay,Amsterdam,2,42
260,Ad Hoc Groningen,Stadskanaal,1,60
260,Ad Hoc Groningen,Termunterzijl,1,40
2200,Renthouse Vastgoed,Abcoude,5,125
1025,Maarschalk Makelaars,Almere,3,80
1250,The Hague Real Estate Services,Den Haag,4,98
1395,Lemoo,Utrecht,7,110
995,Lemoo,Utrecht,2,40
1475,B&S Rental Service,Utrecht,2,63
475,beHome Delft,Delft,1,20
1060,Wolters Housing,Voorburg,4,65
2000,Relocation Advisers B.V.,Amsterdam,3,86
260,Ad Hoc Groningen,Spijk,1,60
850,123Wonen Den Bosch,Gemonde,4,100
1295,Wobeco Housing Agency,Den Haag,2,75
695,Rotsvast Tilburg,Tilburg,3,50
850,beHome Delft,Delft,2,60
420,Homey Housing,Den Haag,5,12
2500,Oude Delft Makelaardij,Delft,1,160
1350,Domica Amsterdam,Amsterdam,2,50
965,Urban Short Stay,Utrecht,2,66
1800,27 Huis Makelaars,Amsterdam,4,95
1500,Koops Makelaardij Amstelveen,Amstelveen,3,82
1500,Lighthouse Property Services,Haarlem,2,68
975,Woonhuis Limburg,Maastricht,3,80
1095,Rotsvast Den Haag,Den Haag,4,81
1700,Amstel Housing Amsterdam,Amsterdam,4,105
1450,Amstel Housing Amsterdam,Amsterdam,2,38
795,beHome Delft,Delft,1,25
1065,NederWoon verhuurmakelaars Deventer,Deventer,3,85
1325,Compass Housing Amsterdam,Amsterdam,3,68
575,OurCampus Amsterdam Diemen,Diemen,1,27
1690,Grand Relocation,Amsterdam,3,56
1550,Grand Relocation,Amsterdam,3,50
730,De Huissleutel,Tilburg,2,65
1345,People On The Move Expat Rentals,Amsterdam,2,30
1600,Interhouse verhuurmakelaars Amsterdam,Amsterdam,3,68
1150,De Bloois Vastgoed,Rotterdam,4,89
1400,PRO makelaars,Amsterdam,2,45
1150,ViaDaan,Den Haag,2,80
1250,ViaDaan,Den Haag,2,50
1475,Jeco Rental Services,Rotterdam,3,81
1495,Koops Makelaardij Leiden,Leiden,3,85
1595,Rotsvast Den Bosch,Den Bosch,3,100
690,Rotsvast Den Bosch,Den Bosch,1,23
642,Van Santvoort Makelaars Eindhoven,Helmond,2,39
1050,Tuitman Vastgoed,Groningen,6,111
1250,Langezaal makelaars,Den Haag,3,85
1650,Van Huis Uit Makelaars,Amsterdam,2,50
1450,Van Huis Uit Makelaars,Amstelveen,3,65
1695,Van Huis Uit Makelaars,Amsterdam,4,116
1200,Maxx Zwolle,Utrecht,4,55
2650,Rotsvast Utrecht,Utrecht,5,150
1575,RKZ Makelaars,Amsterdam,1,51
1385,123Wonen Zeeland,Middelharnis,3,90
1375,123Wonen West-Brabant,Oudenbosch,6,136
850,123Wonen Den Bosch,Oss,2,60
895,De Woningwinkel B.V. ,Zwolle,2,51
350,Rotsvast Tilburg,Tilburg,1,14
1300,Rebid,Amsterdam,2,58
1350,Rebid,Amsterdam,2,58
1500,123Wonen Dordrecht,Dordrecht,4,103
1295,VHPN,Rotterdam,3,80
1325,Compass Housing Amsterdam,Amsterdam,3,68
1500,Michiel Stolker Real Estate,Amsterdam,2,45
130,Ad Hoc Arnhem,Horssen,2,65
900,De Huissleutel,Tilburg,3,81
875,Nationaal Grondbezit,Den Haag,2,78
1425,Michiel Stolker Real Estate,Amsterdam,2,60
1500,ViaDaan,Rotterdam,3,70
1350,ViaDaan,Rotterdam,3,50
605,RNC Wonen,Oss,1,16
1050,The Real Estate Company,Den Haag,2,65
1550,Allround Housing,Amsterdam,2,75
1895,Rotsvast Eindhoven,Eindhoven,6,135
1295,Brick Vastgoed,Eindhoven,2,80
690,Wonen Zuid Limburg,Puth,2,80
2750,Huurinc Housing,Vessem,6,302
2450,Wooncompany Den Haag,Den Haag,5,135
1195,Onesta Vastgoed,Den Haag,3,75
1350,Perfectrent,Rotterdam,5,92
1295,HousingXL.nl,Maastricht,1,85
795,Rent Valley,Den Haag,2,30
1450,123Wonen Dordrecht,Puttershoek,5,152
1250,Living Today,Leiden,2,65
1500,Living Today,Leiden,2,85
1950,Henk Burger Makelaardij,Amstelveen,5,140
950,123Wonen Twente,Enschede,3,85
395,De Noordelijke Verhuur Makelaars,Leeuwarden,1,20
1395,Dutch Housing Centre BV,Amsterdam,1,35
1500,RKZ Makelaars,Amsterdam,2,35
563,Star Housing,Maastricht,1,19
670,Immovita,Den Haag,1,35
555,HouseHunting Den Bosch,Den Bosch,2,24
1395,Q Makelaars,Den Haag,2,72
1325,Compass Housing Amsterdam,Amsterdam,3,68
1550,Welocate BV,Amsterdam,2,41
1900,rentalsoncall2.nl,Amsterdam,4,105
1850,rentalsoncall2.nl,Amsterdam,3,65
565,De Huissleutel,Tilburg,2,35
1500,Avenir Vastgoed,Den Haag,4,104
675,Huurstek,Ede,2,35
900,HouseHunting Eindhoven,Eindhoven,2,50
1100,Tuitman Vastgoed,Groningen,3,45
1650,Verhuurmakelaar Hsiang,Dordrecht,4,140
998,Housing 4 You,Maastricht,3,86
995,Fryslân Homes,Drachten,3,80
1500,Amstelland Makelaars,Amsterdam,3,60
975,Housing Totaal,Eindhoven,2,60
1250,The Hague Real Estate Services,Den Haag,2,54
1375,Executive Home Rentals  Amsterdam,Amsterdam,2,30
1285,Solide Verhuur,Groningen,2,77
1375,F.E. Real Estate,Amsterdam,2,50
850,HouseHunting Groningen,Groningen,4,75
775,Friendly Housing,Eindhoven,2,33
1575,Friendly Housing,Eindhoven,6,143
1850,Dop & Dop Consultancy,Rotterdam,3,104
1250,Dop & Dop Consultancy,Schiedam,2,65
1650,Collection Apartments,Amsterdam,3,65
1850,Collection Apartments,Amsterdam,3,85
365,K&P Makelaars,Groningen,1,16
1225,K&P Makelaars,Groningen,2,60
1575,ViaDaan,Den Haag,4,105
1450,ViaDaan,Almere,4,124
2000,Koops Makelaardij Amstelveen,Amstelveen,5,150
1150,House of Rentals,Amsterdam,3,100
985,OurDomain Amsterdam Diemen,Diemen,2,47
1325,Compass Housing Amsterdam,Amsterdam,3,68
450,Rotsvast Eindhoven,Eindhoven,1,12
875,Huurstek,Ede,3,60
460,RTZN Makelaardij,Maastricht,1,15
1450,Expat Housing,Poeldijk,3,81
1300,123Wonen Apeldoorn,Apeldoorn,5,100
1250,Homely Rentals,Den Haag,2,52
1450,Brick's Makelaardij,Breda,7,120
1750,123Wonen Twente,Enschede,3,150
737,DC Wonen,Finsterwolde,4,65
1200,Van Huis Uit Makelaars,Amsterdam,1,38
1295,123Wonen Haarlem,Haarlem,2,44
1750,Rotterdam Rent,Rotterdam,4,120
995,Rotsvast Tilburg,Tilburg,2,58
950,CS Wonen,Bergen op Zoom,3,70
1100,Heimstaden,Den Haag,3,90
1175,Parkstone,Den Haag,2,50
815, Vastgoed 010,Rotterdam,1,34
1350,City Homes,Amsterdam,2,35
1650,HouseHunting 't Gooi,Blaricum,5,170
950,Holland Housing Center,Venlo,4,80
825, Vastgoed 010,Rotterdam,1,31
450,Prevoo Vastgoed,Kerkrade,1,50
1595,Tweelwonen.nl Leiden,Leiden,3,91
1750,Stam Vastgoed,Hilversum,3,110
1250,EarthRock Housing,Amsterdam,1,23
1400,Henri Kox Makelaardij,Veldhoven,4,106
1950,EarthRock Housing,Amsterdam,4,70
995,Solide Verhuur,Groningen,2,52
500,RNC Wonen,Oss,1,31
1925,ViaDaan,Doorn,3,115
835,Nido Student,Utrecht,1,20
1325,Compass Housing Amsterdam,Amsterdam,3,68
975,Van Santvoort Makelaars Eindhoven,Helmond,5,118
875,Huurstek,Ede,2,60
