"","house_price","rental_agency","city","bedrooms","surface"
"500",1975,"PropertyManager Amsterdam","Amsterdam",3,80
"501",1350,"The Real Estate Company","Den Haag",2,79
"502",1095,"Interhouse verhuurmakelaars Amersfoort","Amersfoort",2,47
"503",751,"HouseHunting Den Bosch","Den Bosch",1,38
"504",997,"BED'R Apartments","Groningen",2,55
"505",1250,"Haarlem Real Estate","Haarlem",2,60
"506",1295,"Tweelwonen.nl Rotterdam","Rotterdam",3,90
"507",1350,"Interhouse verhuurmakelaars Amsterdam","Amsterdam",2,50
"508",1550,"DL Housing Services","Amsterdam",2,60
"509",350,"RNC Wonen","Tilburg",1,15
"510",1500,"VERRA Real Estate","Den Haag",3,77
"511",475,"Housing Solutions Breda","Breda",1,18
"512",895,"Robog.nl","Bergen op Zoom",3,75
"513",2100,"The Perfect House","Amsterdam",3,86
"514",1600,"Maasstad Woningverhuur","Rotterdam",3,122
"515",1000,"Robog.nl","Bergen op Zoom",2,60
"516",950,"WHXL Groningen","Winschoten",5,150
"517",1995,"Koops Makelaardij Amstelveen","Amstelveen",4,110
"518",1700,"Vastgoed Unie Makelaardij ","Amsterdam",2,100
"519",1500,"Expat Apartment Service","Haarlem",2,55
"520",1900,"013Housing","Tilburg",4,83
"521",1400,"Out Amsterdam","Amsterdam",2,60
"522",795,"Stadhuis Breda","Breda",2,40
"523",950,"CS Wonen","Bergen op Zoom",1,32
"524",890,"CS Wonen","Bergen op Zoom",1,35
"525",1195,"123Wonen Amersfoort","Hoevelaken",3,78
"526",2400,"Woonhuyz","Amsterdam",3,114
"527",525,"De Huissleutel","Tilburg",1,25
"528",1195,"Maxx Groningen","Groningen",2,70
"529",995,"Urban Short Stay","Amsterdam",1,28
"530",874,"Inter Immo Almere","Almere",2,37
"531",875,"A&N Vastgoed","Den Haag",1,28
"532",1075,"A&N Vastgoed","Den Haag",1,48
"533",1250,"Rotsvast Middelburg","Terneuzen",4,90
"534",1350,"Domica Utrecht","Utrecht",2,55
"535",999,"Urban Short Stay","Amsterdam",2,46
"536",1200,"BenHousing","Rotterdam",2,51
"537",770,"Urban Short Stay","Rotterdam",1,38
"538",619,"Ad Hoc Arnhem","Barneveld",3,85
"539",1700,"Rental Valley","Vinkeveen",3,45
"540",1275,"VERRA Real Estate Rotterdam","Delft",3,80
"541",1195,"Perfectrent","Schiedam",3,85
"542",1350,"Kimmel & Co. Makelaarskantoor o.g. b.v.","Den Haag",3,72
"543",950,"StartHousing","Bunnik",2,55
"544",1995,"HouseHunting Utrecht","Utrecht",4,123
"545",1325,"Compass Housing Amsterdam","Amsterdam",3,68
"546",955,"P&D Housing","Tilburg",1,55
"547",1550,"My Amsterdam Apartments","Amsterdam",3,45
"548",1600,"Vastgoed Unie Makelaardij ","Amsterdam",3,81
"549",1650,"Zen Home Rentals","Amsterdam",3,70
"550",1900,"PropertyManager Amsterdam","Amsterdam",3,90
"551",570,"MIJN HUIS en ik","Maastricht",1,21
"552",620,"MIJN HUIS en ik","Maastricht",1,27
"553",520,"MIJN HUIS en ik","Maastricht",1,17
"554",570,"MIJN HUIS en ik","Maastricht",1,21
"555",1650,"RE/MAX Makelaarsgilde Leiden","Leiden",2,110
"556",1375,"Allround Housing","Amsterdam",3,58
"557",1050,"BVwonen","Tilburg",4,80
"558",1300,"Rotsvast Tilburg","Tilburg",3,85
"559",344,"BM Vastgoed","Arnhem",1,16
"560",425,"BM Vastgoed","Velp",1,17
"561",1095,"De Verhuurmakelaar","Voorschoten",3,73
"562",1010,"Van der Wal Zuidland Beheer B.V.","Zuidland",1,60
"563",1500,"Van der Wal Zuidland Beheer B.V.","Zuidland",4,90
"564",1350,"Van der Wal Zuidland Beheer B.V.","Rotterdam",2,44
"565",1150,"RE/MAX Makelaarsgilde Leiden","Leiden",3,57
"566",710,"Novi Makelaardij","Heerhugowaard",1,32
"567",1100,"LV Housing","Amsterdam",1,33
"568",1200,"Rotsvast Eindhoven","Eindhoven",2,64
"569",1195,"Rotsvast Eindhoven","Eindhoven",2,50
"570",1250,"Tweelwonen.nl Noordwijk","Noordwijk",2,95
"571",1295,"Housedby","Drunen",5,101
"572",1600,"Expat Residence","Den Haag",4,110
"573",1145,"HouseHunting 't Gooi","Bussum",3,98
"574",1250,"The Hague Real Estate Services","Den Haag",2,70
"575",1350,"The Hague Real Estate Services","Den Haag",4,93
"576",1650,"Makelaardij Witte","Waverveen",4,83
"577",1350,"Hevesta Bemiddeling","Amsterdam",1,37
"578",985,"OurDomain Amsterdam Diemen","Diemen",2,47
"579",1250,"The Real Estate Company","Den Haag",2,45
"580",1950,"Amsterdamse Maatschappij","Amsterdam",3,65
"581",1500,"Amstel Housing","Amstelveen",4,87
"582",1495,"K&P Makelaars","Groningen",4,85
"583",399,"K&P Makelaars","Groningen",1,16
"584",1495,"K&P Makelaars","Groningen",5,90
"585",1095,"K&P Makelaars","Groningen",1,50
"586",1675,"AmsterHomes","Amsterdam",2,70
"587",950,"Veldboom Vastgoed Almere","Almere",2,45
"588",1195,"Perfectrent","Rotterdam",4,70
"589",1375,"Dak Woningbeleggingen","Utrecht",4,91
"590",905,"Duinzigt Wonen B.V.","Den Haag",3,80
"591",399,"Housing Solutions Breda","Breda",1,12
"592",1295,"Sonar appartementen","Den Haag",3,80
"593",1495,"HouseHunting Eindhoven","Eindhoven",6,135
"594",1850,"Collection Apartments","Amsterdam",3,85
"595",2000,"Listings","Amsterdam",3,85
"596",2450,"Listings","Amsterdam",4,90
"597",950,"Dwars Makelaars","Eindhoven",2,55
"598",435,"BVwonen","Tilburg",2,17
"599",915,"Rent a Stone","Den Haag",3,53
"600",1150,"HousingXL.nl","Maastricht",3,70
"601",875,"Domica Apeldoorn","Apeldoorn",2,67
"602",2100,"The Perfect House","Amsterdam",3,86
"603",995,"Rent2day Real Estate","Leiden",2,35
"604",1295,"ERA Focus Makelaars Helmond","Eindhoven",3,74
"605",1450,"CMT Real Estate","Den Haag",3,90
"606",1000,"Expatdesk Nijmegen","Nijmegen",1,40
"607",525,"EasyMakelaars","Leiden",1,20
"608",2750,"Jaap In Huren","Amsterdam",3,110
"609",935,"P&D Housing","Tilburg",2,55
"610",1168,"Q Makelaars","Den Haag",1,59
"611",1475,"Koops Makelaardij Amstelveen","Amsterdam",3,75
"612",1500,"Interhouse verhuurmakelaars Breda","Oosterhout",4,120
"613",1475,"Smit & Heinen Makelaars en Taxateurs","Amsterdam",3,68
"614",1545,"Lexis Real Estate","Utrecht",3,80
"615",785,"In de Stad","Rotterdam",2,48
"616",1195,"Eigenwijs Makelaars","Haarlem",2,49
"617",895,"Huren in Twente","Borne",3,90
"618",550,"Huren in Twente","Hengelo",2,40
"619",777,"BED'R Apartments","Groningen",1,30
"620",1200,"Van der Meulen Makelaars","Groningen",3,95
"621",1350,"Amstel Housing","Amstelveen",2,63
"622",999,"Woonstad Rotterdam","Rotterdam",3,87
"623",825,"Perfectrent","Rotterdam",2,34
"624",1355,"Van Gerwen Housing","Maastricht",6,120
"625",625,"Van Gerwen Housing","Maastricht",1,19
"626",700,"Immovita","Den Haag",1,36
"627",1250,"StartHousing","Utrecht",2,69
"628",1350,"Collection Apartments","Amsterdam",2,50
"629",1650,"Collection Apartments","Amsterdam",2,75
"630",1450,"Rent2day Real Estate","Leiden",2,80
"631",1075,"LW23","Haarlem",2,47
"632",460,"Noordelijk Woningvastgoed BV","Groningen",1,35
"633",735,"Rotsvast Leeuwarden","Leeuwarden",5,91
"634",735,"Rotsvast Leeuwarden","Leeuwarden",2,50
"635",1800,"+31 Vastgoed","Amsterdam",4,88
"636",895,"HousingXL.nl","Maastricht",1,45
"637",1300,"Rotsvast Den Bosch","Den Bosch",2,70
"638",1020,"Rent2day Real Estate","Leiden",2,50
"639",1300,"Expatdesk Nijmegen","Nijmegen",3,60
"640",1400,"Rotonda Real Estate","Amsterdam",2,48
"641",575,"OurCampus Amsterdam Diemen","Diemen",1,27
"642",935,"P&D Housing","Tilburg",2,55
"643",730,"HUIZ","Breda",2,35
"644",1010,"Overspaern Makelaardij","Haarlem",1,45
"645",1200,"IM Home Rentals","Utrecht",2,30
"646",310,"Vlug Wonen","Enschede",1,9
"647",890,"K&P Makelaars","Groningen",2,40
"648",1750,"HouseHunting Eindhoven","Eindhoven",3,87
"649",735,"Rotsvast Leeuwarden","Leeuwarden",3,80
"650",1750,"Out Amsterdam","Amsterdam",3,65
"651",450,"MIJN HUIS en ik","Maastricht",1,12
"652",1075,"MIJN HUIS en ik","Maastricht",3,90
"653",1095,"Rotsvast Rotterdam","Rotterdam",2,60
"654",850,"WHXL Groningen","Winschoten",3,90
"655",1250,"Interhouse verhuurmakelaars Rotterdam","Rotterdam",2,52
"656",1350,"Rotsvast Haarlem","Haarlem",2,51
"657",2200,"Estata Makelaars O.G.","Den Haag",4,125
"658",995,"Groningse Panden Beheer B.V.","Groningen",2,55
"659",1350,"Match&Rent","Amsterdam",2,38
"660",1850,"DolFijnWonen","Nijmegen",4,130
"661",795,"Rotsvast Hilversum","Hilversum",2,40
"662",975,"Rotsvast Hilversum","Hilversum",2,60
"663",2000,"Ron Schipper Makelaardij","Zwaag",5,107
"664",1050,"A&N Vastgoed","Den Haag",1,35
"665",1450,"Amsterdam Rental Homes","Den Haag",4,90
"666",1700,"Smit & Heinen Makelaars en Taxateurs","Amsterdam",3,78
"667",1400,"Tweelwonen.nl Leiden","Leiden",2,90
"668",1095,"vb&t Verhuurmakelaars","Den Haag",2,84
"669",1600,"Amsterdam Rental Homes","Amsterdam",3,58
"670",777,"BED'R Apartments","Groningen",2,30
"671",850,"Amstel Housing Utrecht","Utrecht",1,27
"672",850,"Amstel Housing Utrecht","Utrecht",1,23
"673",2100,"The Perfect House","Amsterdam",3,86
"674",1350,"Hevesta Bemiddeling","Amsterdam",1,37
"675",1350,"Home to rent","Utrecht",3,80
"676",1650,"Collection Apartments","Amsterdam",3,65
"677",825,"EU-Makelaardij","Utrecht",1,18
"678",825,"Woonzeker Rentals","Den Haag",2,74
"679",1500,"J.T.M.D. vastgoed beheer B.V.","Badhoevedorp",3,50
"680",795,"Rotsvast Tilburg","Tilburg",2,60
"681",1675,"Amsterdam Housing","Amsterdam",3,55
"682",1250,"Interhouse verhuurmakelaars Rotterdam","Rotterdam",3,61
"683",1200,"Woonhuis Limburg","Geleen",5,160
"684",340,"Woonhuis Limburg","Maastricht",1,11
"685",925,"Rental Rotterdam","Rotterdam",2,60
"686",1250,"Find a House","Tilburg",5,115
"687",1150,"Interhouse verhuurmakelaars Eindhoven","Veldhoven",3,100
"688",995,"Maxx Groningen","Groningen",2,55
"689",1080,"Maxx Groningen","Groningen",2,54
"690",995,"Maxx Groningen","Groningen",2,55
"691",1450,"Inter Immo Almere","Almere",7,113
"692",1450,"Inter Immo Almere","Almere",5,115
"693",2650,"Jaap In Huren","Amsterdam",3,90
"694",2850,"Jaap In Huren","Amsterdam",5,110
"695",385,"Van Der Huizen","Utrecht",1,10
"696",1250,"Gevaert Makelaars","Nieuwegein",3,64
"697",2250,"Riva Rentals","Rotterdam",3,103
"698",1600,"Amsterdam Rentals","Amsterdam",3,94
"699",1850,"The Real Estate Company","Den Haag",3,109
"700",1500,"realestate.nl ","Rotterdam",3,105
"701",995,"24Home Rentals","Wijchen",5,115
"702",450,"Lightcity Housing","Eindhoven",1,10
"703",1195,"'t Mauritshuis Makelaars","Arnhem",3,101
"704",1100,"Groningse Panden Beheer B.V.","Groningen",3,90
"705",1395,"Q Makelaars","Den Haag",2,72
"706",2100,"The Perfect House","Amsterdam",3,86
"707",1950,"Expat Home Services","Den Haag",5,120
"708",2450,"Collection Apartments","Amsterdam",3,90
"709",975,"HouseHunting Eindhoven","Eindhoven",2,51
"710",435,"RTZN Makelaardij","Maastricht",1,25
"711",1000,"EHR Haarlem - Leiden","Haarlem",2,44
"712",1995,"B&S Rental Service","Utrecht",3,120
"713",925,"CS Wonen","Roosendaal",4,110
"714",1750,"123Wonen Nijmegen","Herveld",6,230
"715",620,"123Wonen Tilburg","Tilburg",2,34
"716",735,"Vlug Wonen","Enschede",2,40
"717",1570,"Ideaal Housing & Makelaars","Rotterdam",2,80
"718",1180,"Niya Vastgoed Beheer BV","Rotterdam",2,99
"719",1100,"Marloes Makelaars","Den Hoorn",3,66
"720",1250,"Wonen Zuid Limburg","Sittard",5,150
"721",1025,"Rent a Stone","Den Haag",4,73
"722",1100,"Leliveld Vastgoed","Nieuwveen",2,47
"723",1650,"Grand Relocation","Amsterdam",3,75
"724",515,"NederWoon verhuurmakelaars Deventer","Deventer",2,42
"725",1495,"Domica Utrecht","Utrecht",4,95
"726",415,"GOETH Vastgoed","Tilburg",1,23
"727",953,"BED'R Apartments","Groningen",2,50
"728",1495,"Lutz Real Estate","Den Haag",4,75
"729",4500,"AmsterHomes","Amsterdam",5,160
"730",660,"Twents Vast","Almelo",1,28
"731",680,"Twents Vast","Almelo",1,30
"732",1750,"ViaDaan","Amsterdam",3,60
"733",995,"Rental Rotterdam","Rotterdam",3,61
"734",1250,"Rotsvast Den Haag","Den Haag",3,76
"735",1650,"Prinsen Residence International","Amsterdam",3,55
"736",965,"Domica Venlo","Venlo",3,90
"737",575,"OurCampus Amsterdam Diemen","Diemen",1,27
"738",955,"P&D Housing","Tilburg",1,55
"739",1125,"Nationaal Grondbezit","Rotterdam",3,77
"740",1050,"MIJN HUIS en ik","Maastricht",5,55
"741",1700,"Smit & Heinen Makelaars en Taxateurs","Amsterdam",3,60
"742",1410,"Smit & Heinen Makelaars en Taxateurs","Amsterdam",3,86
"743",3950,"Broersma Makelaardij","Amsterdam",6,200
"744",1150,"DAAN Makelaardij","Almere",2,58
"745",795,"Cityside Apartments","Amersfoort",3,39
"746",1300,"Match&Rent","Amsterdam",2,38
"747",1750,"Krieger & Witte Makelaars","Oude-Tonge",5,145
"748",950,"Nell Vastgoed","Hilversum",3,65
"749",1595,"Lemoo","Utrecht",4,65
"750",1275,"Rental Rotterdam","Rotterdam",3,75
"751",2000,"Nosa Vastgoed","Amsterdam",4,76
"752",1995,"ViaDaan","Noordwijk",5,212
"753",345,"Nell Vastgoed","Utrecht",1,11
"754",1750,"Top Select Housing ","Amsterdam",2,45
"755",1100,"Short Stay in Holland","Den Haag",2,45
"756",1600,"Housing Experts","Amsterdam",2,75
"757",1600,"Out Amsterdam","Amsterdam",3,55
"758",595,"MetMook","Tilburg",1,20
"759",1500,"Promeus","Utrecht",3,63
"760",995,"Van der Wal makelaars","Tiel",3,80
"761",1650,"Housing Agency","Amsterdam",3,80
"762",775,"Nationaal Grondbezit","Wassenaar",2,75
"763",830,"Solide Verhuur","Assen",2,47
"764",2000,"J.T.M.D. vastgoed beheer B.V.","Amsterdam",4,95
"765",1550,"Smart Letting","Utrecht",3,84
"766",1100,"Krieger & Witte Makelaars","Oude-Tonge",2,95
"767",570,"Nell Vastgoed","Utrecht",1,25
"768",1050,"Haarlem Real Estate","Haarlem",2,60
"769",935,"P&D Housing","Tilburg",2,55
"770",955,"P&D Housing","Tilburg",1,55
"771",2450,"Your-House","Utrecht",3,108
"772",1150,"Domstad Makelaars","Maarssen",3,85
"773",855,"Your-House","Utrecht",1,27
"774",2475,"Raadsheer Baart","Amsterdam",5,121
"775",1550,"VHPN","Rotterdam",4,110
"776",1325,"Lighthouse Property Services","Overveen",3,70
"777",995,"Tijdelijk Twee Woningen","Eindhoven",2,45
"778",850,"Groningse Panden Beheer B.V.","Groningen",1,30
"779",1150,"24Home Rentals","Nijmegen",2,60
"780",1000,"Groningse Panden Beheer B.V.","Groningen",3,85
"781",1095,"IHAR","Spijkenisse",3,70
"782",500,"iRooms and Houses","Capelle aan den IJssel",1,14
"783",1895,"Relocation-Amsterdam","Amsterdam",2,70
"784",1595,"Relocation-Amsterdam","Amsterdam",4,104
"785",1450,"HouseHunting Amsterdam","Amsterdam",3,101
"786",1200,"J.T.M.D. vastgoed beheer B.V.","Aalsmeer",2,50
"787",950,"NOVA Housing","Maastricht",2,50
"788",895,"Your-House","Utrecht",2,35
"789",895,"Your-House","Utrecht",2,30
"790",400,"The Startup House","Den Haag",1,78
"791",1250,"ViaDaan","Nieuwegein",3,82
"792",1198,"ViaDaan","Amsterdam",1,30
"793",2250,"Nieuw Amsterdams Huys","Amsterdam",4,117
"794",1500,"Lighthouse Property Services","Haarlem",3,67
"795",1495,"123Wonen Amstelveen","Amstelveen",3,80
"796",850,"Huurwoningen Parkstad","Landgraaf",7,80
"797",3000,"De Graaf & Groot Makelaars","Amsterdam",4,150
"798",1150,"123Wonen Amstelveen","Amstelveen",2,45
"799",985,"Inleidenhuren B.V.","Leiden",1,28
"800",1600,"Michiel Stolker Real Estate","Amsterdam",3,75
"801",1350,"Hevesta Bemiddeling","Amsterdam",1,37
"802",1550,"Mac Housing","Amsterdam",3,78
"803",778,"Urban Short Stay","Rotterdam",1,37
"804",639,"De Huissleutel","Tilburg",1,27
"805",755,"De Huissleutel","Eindhoven",2,37
"806",850,"Domvast","Utrecht",1,31
"807",1450,"Rappange Makelaardij","Amsterdam",4,80
"808",4200,"Peter Bruin Makelaardij","Amsterdam",6,160
"809",1350,"Björnd Makelaardij","Delft",3,90
"810",1150,"Ooms Makelaars Woningen","Rotterdam",2,70
"811",1100,"Ooms Makelaars Woningen","Rotterdam",3,78
"812",1500,"Peters & Partners","Amsterdam",2,60
"813",2250,"Martens Makelaars","Amsterdam",3,91
"814",1285,"Van der Wal makelaars","Rossum",4,125
"815",1150,"Ruijters Woningmakelaars Sittard","Sittard",5,122
"816",1750,"Keij & Stefels Makelaars en Taxateurs","Amsterdam",6,90
"817",2400,"Keij & Stefels Makelaars en Taxateurs","Amsterdam",2,81
"818",1500,"Keij & Stefels Makelaars en Taxateurs","Amsterdam",3,77
"819",1500,"Linger OG","Amsterdam",2,62
"820",1200,"Linger OG","Almere",3,85
"821",1550,"JLG Real Estate","Amsterdam",3,51
"822",1800,"JLG Real Estate","Amsterdam",4,90
"823",2263,"Hello Housing","Den Haag",4,110
"824",1650,"Makelaarskantoor BEN BV","Amsterdam",3,100
"825",2172,"Hello Housing","Den Haag",4,118
"826",2000,"Hello Housing","Den Haag",3,96
"827",1300,"Van Maarschalkerwaart Makelaars","Amsterdam",1,35
"828",1350,"Burger van Leeuwen","Den Haag",4,95
"829",375,"Prohousing","Maastricht",1,14
"830",630,"Prohousing","Maastricht",1,30
"831",995,"Prohousing","Maastricht",1,40
"832",1375,"Prohousing","Maastricht",3,32
"833",2100,"The Perfect House","Amsterdam",3,86
"834",1325,"Compass Housing Amsterdam","Amsterdam",3,68
"835",975,"Prohousing","Maastricht",3,73
"836",1600,"Bosma Makelaardij","Amsterdam",3,66
"837",1295,"Avenir Vastgoed","Den Haag",2,56
"838",1350,"Tweelwonen.nl Rotterdam","Rotterdam",3,93
"839",4000,"123Wonen Zeeland","Goes",8,298
"840",1195,"Rotterdam Apartments","Rotterdam",4,88
"841",475,"Rotterdam Apartments","Rotterdam",1,14
"842",1195,"Rotterdam Apartments","Rotterdam",4,91
"843",2250,"Rotterdam Apartments","Rotterdam",4,148
"844",975,"123Wonen Rotterdam","Rotterdam",3,65
"845",1400,"Marktpand","Utrecht",2,44
"846",1200,"123Wonen Rotterdam","Rotterdam",3,90
"847",1700,"Eefje Voogd Makelaardij","Amsterdam",2,64
"848",1550,"City Homes","Amsterdam",2,45
"849",2150,"Amsterdam Beautiful Property Rental","Amsterdam",2,70
"850",1925,"Houserenting4all.nl","Breukelen",7,150
"851",950,"Max Property Rentals","Rotterdam",2,50
"852",945,"Max Property Rentals","Rotterdam",3,47
"853",570,"DHVC Vastgoed","Eindhoven",2,34
"854",715,"DHVC Vastgoed","Eindhoven",2,55
"855",1550,"123Wonen Amsterdam","Amsterdam",3,59
"856",950,"Van 't Hof Rijnland Vastgoedmanagement","Den Haag",2,51
"857",740,"123Wonen Arnhem","Arnhem",2,70
"858",1195,"Koops Makelaardij","Haarlem",3,70
"859",1225,"The Real Estate Company","Den Haag",1,35
"860",1790,"Huisportaal.nl","Den Haag",2,62
"861",2390,"Huisportaal.nl","Den Haag",6,82
"862",840,"In de Stad","Rotterdam",3,47
"863",895,"Max Property Rentals","Rotterdam",4,67
"864",1150,"Max Property Rentals","Rotterdam",3,70
"865",575,"OurCampus Amsterdam Diemen","Diemen",1,27
"866",1295,"VHPN","Rotterdam",3,80
"867",2500,"IB Makelaars","Amsterdam",3,101
"868",1100,"Tweelwonen.nl Leiden","Leiden",3,63
"869",1325,"Woonzeker Rentals","Den Haag",2,72
"870",1200,"Woonzeker Rentals","Den Haag",1,63
"871",1050,"Woonzeker Rentals","Den Haag",2,51
"872",1325,"Woonzeker Rentals","Den Haag",2,72
"873",1200,"Woonzeker Rentals","Den Haag",2,62
"874",1050,"Woonzeker Rentals","Den Haag",2,48
"875",1000,"Woonzeker Rentals","Den Haag",1,39
"876",650,"HouseHunting Eindhoven","Eindhoven",1,28
"877",750,"Veldboom Vastgoed Enschede","Enschede",1,40
"878",765,"In de Stad","Rotterdam",2,47
"879",975,"Rent a Stone","Den Haag",3,61
"880",1150,"Hopmans Wonen","Bergen op Zoom",4,170
"881",1500,"Renthouse Vastgoed","Amstelveen",3,70
"882",1700,"Het Hoofse Huis","Maastricht",3,130
"883",1500,"Interhouse verhuurmakelaars Rotterdam","Capelle aan den IJssel",3,120
"884",1300,"Koops Makelaardij","Haarlem",3,75
"885",1195,"123Wonen Groningen","Groningen",1,104
"886",2250,"123Wonen Groningen","Groningen",6,170
"887",1315,"In de Stad","Rotterdam",4,60
"888",1095,"Stoit Groep","Eindhoven",2,40
"889",1750,"In Loco Beheer","Breda",2,140
"890",785,"In de Stad","Rotterdam",3,50
"891",1450,"Velthaak en Keijzer Makelaars","Rotterdam",4,105
"892",1750,"Tweelwonen.nl Den Haag","Den Haag",5,135
"893",525,"Max Suites","Rotterdam",1,20
"894",450,"Max Suites","Rotterdam",1,16
"895",450,"Max Suites","Rotterdam",1,14
"896",1375,"In Loco Beheer","Geertruidenberg",5,120
"897",1395,"Q Makelaars","Den Haag",2,72
"898",1325,"Compass Housing Amsterdam","Amsterdam",3,68
"899",1250,"Lex van Leeuwen BV","Den Haag",4,85
"900",1250,"RE/MAX Makelaarsgilde Leiden","Leiden",2,46
"901",1375,"Interhouse verhuurmakelaars Amsterdam","Amsterdam",2,50
"902",975,"Interhouse verhuurmakelaars Amersfoort","Arnhem",3,68
"903",445,"The Hague for Rent","Den Haag",1,12
"904",1300,"Veldboom Vastgoed Enschede","Enschede",3,100
"905",425,"K&P Makelaars","Groningen",2,24
"906",1950,"Perfectrent","Rotterdam",4,100
"907",2900,"Rotsvast Breda","Breda",8,179
"908",875,"Buro Hogeland","Leiderdorp",2,40
"909",1195,"Max Property Rentals","Rotterdam",3,84
"910",995,"Makelaardij Van Wieren","Groningen",2,45
"911",575,"Immovita","Den Haag",1,25
"912",1275,"Maashave Vastgoedbeheer B.V.","Schiedam",4,110
"913",925,"Tijssen&Vos","Leeuwarden",1,65
"914",1500,"Stadhuis Breda","Breda",5,90
"915",1250,"Flevo Makelaars","Almere",3,72
"916",1175,"Interhouse verhuurmakelaars Den Haag","Leidschendam",4,71
"917",1500,"Interhouse verhuurmakelaars Den Haag","Den Haag",2,75
"918",1450,"Vastgoed Unie Makelaardij ","Amsterdam",4,90
"919",1050,"123Wonen Groningen","Groningen",2,57
"920",1150,"Rent an Apartment","Maassluis",3,91
"921",478,"De Noordelijke Verhuur Makelaars","Leeuwarden",1,34
"922",1050,"Voorberg Makelaars","Rotterdam",3,52
"923",785,"OMNI HOUSE","Venlo",3,65
"924",1400,"Interhouse verhuurmakelaars Breda","Breda",2,70
"925",850,"NederWoon verhuurmakelaars Deventer","Deventer",4,101
"926",875,"Friendly Housing","Eindhoven",2,50
"927",945,"VGW Housing","Utrecht",2,45
"928",1500,"Smiling Host","Zandvoort",2,95
"929",985,"OurDomain Amsterdam Diemen","Diemen",2,47
"930",575,"OurCampus Amsterdam Diemen","Diemen",1,27
"931",1350,"Amsterdam Housing","Amsterdam",1,36
"932",1185,"123Wonen Utrecht","Utrecht",2,63
"933",1195,"Select-a-House.nl","Breda",2,63
"934",1395,"Perfectrent","Rotterdam",2,50
"935",1450,"Parker & Williams Real Estate Services","Amsterdam",3,60
"936",1650,"Koops Makelaardij Amsterdam","Amsterdam",3,75
"937",765,"BenHousing","Rotterdam",1,25
"938",1150,"BenHousing","Rotterdam",2,60
"939",1350,"Huurinc Housing","Veldhoven",3,105
"940",925,"Huurinc Housing","Eindhoven",2,60
"941",875,"Langezaal makelaars","Den Haag",3,52
"942",525,"HouseHunting Eindhoven","Eindhoven",1,18
"943",1595,"StartHousing","Utrecht",2,71
"944",1850,"StartHousing","Utrecht",2,60
"945",1725,"StartHousing","Utrecht",2,45
"946",995,"StartHousing","Utrecht",2,40
"947",2350,"Wunderink & de Lange","Den Haag",4,112
"948",950,"Veldboom Vastgoed Enschede","Enschede",3,80
